,player_id,season,cleaned_name,team,id_season
1474,00-0024535,2012,Eric Weems,CHI,00-0024535_2012
1475,00-0024535,2013,Eric Weems,CHI,00-0024535_2013
1476,00-0024535,2014,Eric Weems,ATL,00-0024535_2014
1477,00-0024535,2015,Eric Weems,ATL,00-0024535_2015
1478,00-0024535,2016,Eric Weems,ATL,00-0024535_2016
1479,00-0024535,2017,Eric Weems,TEN,00-0024535_2017
1480,00-0024553,2009,Biren Ealy,GB,00-0024553_2009
1481,00-0024559,2009,Danny Ware,NYG,00-0024559_2009
1482,00-0024559,2010,Danny Ware,NYG,00-0024559_2010
1483,00-0024559,2011,Danny Ware,NYG,00-0024559_2011
1484,00-0024559,2012,Danny Ware,TB,00-0024559_2012
1485,00-0024561,2009,Marcus Mason,WAS,00-0024561_2009
1486,00-0024595,2011,Logan Payne,NYJ,00-0024595_2011
1487,00-0024607,2009,Daniel Coats,CIN,00-0024607_2009
1488,00-0024607,2010,Daniel Coats,DEN,00-0024607_2010
1489,00-0024609,2010,Jesse Holley,DAL,00-0024609_2010
1490,00-0024609,2011,Jesse Holley,DAL,00-0024609_2011
1491,00-0024645,2010,Onrea Jones,ARZ,00-0024645_2010
1492,00-0024659,2010,Billy Latsko,SD,00-0024659_2010
1493,00-0024682,2009,Michael Matthews,DET,00-0024682_2009
1494,00-0024687,2010,Dominique Zeigler,SF,00-0024687_2010
1495,00-0024714,2009,Edgar Jones,BLT,00-0024714_2009
1496,00-0024714,2010,Edgar Jones,BLT,00-0024714_2010
1497,00-0024714,2011,Edgar Jones,BLT,00-0024714_2011
1498,00-0024738,2009,Eldra Buckley,PHI,00-0024738_2009
1499,00-0024738,2010,Eldra Buckley,PHI,00-0024738_2010
1500,00-0024738,2011,Eldra Buckley,DET,00-0024738_2011
1501,00-0024756,2009,Matt Willis,DEN,00-0024756_2009
1502,00-0024756,2010,Matt Willis,DEN,00-0024756_2010
1503,00-0024756,2011,Matt Willis,DEN,00-0024756_2011
1504,00-0024756,2012,Matt Willis,DEN,00-0024756_2012
1505,00-0024763,2009,Charles Ali,BLT,00-0024763_2009
1506,00-0024812,2009,Tyler Palko,PIT,00-0024812_2009
1507,00-0024812,2010,Tyler Palko,KC,00-0024812_2010
1508,00-0024812,2011,Tyler Palko,KC,00-0024812_2011
1509,00-0024813,2009,Pierre Thomas,NO,00-0024813_2009
1510,00-0024813,2010,Pierre Thomas,NO,00-0024813_2010
1511,00-0024813,2011,Pierre Thomas,NO,00-0024813_2011
1512,00-0024813,2012,Pierre Thomas,NO,00-0024813_2012
1513,00-0024813,2013,Pierre Thomas,NO,00-0024813_2013
1514,00-0024813,2014,Pierre Thomas,NO,00-0024813_2014
1515,00-0024813,2015,Pierre Thomas,SF,00-0024813_2015
1516,00-0024813,2016,Pierre Thomas,WAS,00-0024813_2016
1517,00-0024824,2009,Matt Gutierrez,KC,00-0024824_2009
1518,00-0024825,2009,Jake Nordin,DET,00-0024825_2009
1519,00-0024840,2009,Eric Fowler,DET,00-0024840_2009
1520,00-0024846,2009,Gary Russell,OAK,00-0024846_2009
1521,00-0025388,2009,JaMarcus Russell,OAK,00-0025388_2009
1522,00-0025389,2009,Calvin Johnson,DET,00-0025389_2009
1523,00-0025389,2010,Calvin Johnson,DET,00-0025389_2010
1524,00-0025389,2011,Calvin Johnson,DET,00-0025389_2011
1525,00-0025389,2012,Calvin Johnson,DET,00-0025389_2012
1526,00-0025389,2013,Calvin Johnson,DET,00-0025389_2013
1527,00-0025389,2014,Calvin Johnson,DET,00-0025389_2014
1528,00-0025389,2015,Calvin Johnson,DET,00-0025389_2015
1529,00-0025394,2009,Adrian Peterson,MIN,00-0025394_2009
1530,00-0025394,2010,Adrian Peterson,MIN,00-0025394_2010
1531,00-0025394,2011,Adrian Peterson,MIN,00-0025394_2011
1532,00-0025394,2012,Adrian Peterson,MIN,00-0025394_2012
1533,00-0025394,2013,Adrian Peterson,MIN,00-0025394_2013
1534,00-0025394,2014,Adrian Peterson,MIN,00-0025394_2014
1535,00-0025394,2015,Adrian Peterson,MIN,00-0025394_2015
1536,00-0025394,2016,Adrian Peterson,MIN,00-0025394_2016
1537,00-0025394,2017,Adrian Peterson,ARI,00-0025394_2017
1538,00-0025394,2018,Adrian Peterson,WAS,00-0025394_2018
1539,00-0025394,2019,Adrian Peterson,WAS,00-0025394_2019
1540,00-0025394,2020,Adrian Peterson,DET,00-0025394_2020
1541,00-0025394,2021,Adrian Peterson,SEA,00-0025394_2021
1542,00-0025396,2009,Ted Ginn,MIA,00-0025396_2009
1543,00-0025396,2010,Ted Ginn,SF,00-0025396_2010
1544,00-0025396,2011,Ted Ginn,SF,00-0025396_2011
1545,00-0025396,2012,Ted Ginn,SF,00-0025396_2012
1546,00-0025396,2013,Ted Ginn,CAR,00-0025396_2013
1547,00-0025396,2014,Ted Ginn,ARZ,00-0025396_2014
1548,00-0025396,2015,Ted Ginn,CAR,00-0025396_2015
1549,00-0025396,2016,Ted Ginn,CAR,00-0025396_2016
1550,00-0025396,2017,Ted Ginn,NO,00-0025396_2017
1551,00-0025396,2018,Ted Ginn,NO,00-0025396_2018
1552,00-0025396,2019,Ted Ginn,NO,00-0025396_2019
1553,00-0025396,2020,Ted Ginn,CHI,00-0025396_2020
1554,00-0025399,2009,Marshawn Lynch,BUF,00-0025399_2009
1555,00-0025399,2010,Marshawn Lynch,BUF,00-0025399_2010
1556,00-0025399,2011,Marshawn Lynch,SEA,00-0025399_2011
1557,00-0025399,2012,Marshawn Lynch,SEA,00-0025399_2012
1558,00-0025399,2013,Marshawn Lynch,SEA,00-0025399_2013
1559,00-0025399,2014,Marshawn Lynch,SEA,00-0025399_2014
1560,00-0025399,2015,Marshawn Lynch,SEA,00-0025399_2015
1561,00-0025399,2017,Marshawn Lynch,OAK,00-0025399_2017
1562,00-0025399,2018,Marshawn Lynch,OAK,00-0025399_2018
1563,00-0025399,2019,Marshawn Lynch,SEA,00-0025399_2019
1564,00-0025399,2020,Marshawn Lynch,SEA,00-0025399_2020
1565,00-0025409,2009,Brady Quinn,CLV,00-0025409_2009
1566,00-0025409,2010,Brady Quinn,DEN,00-0025409_2010
1567,00-0025409,2011,Brady Quinn,DEN,00-0025409_2011
1568,00-0025409,2012,Brady Quinn,KC,00-0025409_2012
1569,00-0025409,2013,Brady Quinn,SL,00-0025409_2013
1570,00-0025410,2009,Dwayne Bowe,KC,00-0025410_2009
1571,00-0025410,2010,Dwayne Bowe,KC,00-0025410_2010
1572,00-0025410,2011,Dwayne Bowe,KC,00-0025410_2011
1573,00-0025410,2012,Dwayne Bowe,KC,00-0025410_2012
1574,00-0025410,2013,Dwayne Bowe,KC,00-0025410_2013
1575,00-0025410,2014,Dwayne Bowe,KC,00-0025410_2014
1576,00-0025410,2015,Dwayne Bowe,CLV,00-0025410_2015
1577,00-0025410,2016,Dwayne Bowe,CLE,00-0025410_2016
1578,00-0025414,2009,Robert Meachem,NO,00-0025414_2009
1579,00-0025414,2010,Robert Meachem,NO,00-0025414_2010
1580,00-0025414,2011,Robert Meachem,NO,00-0025414_2011
1581,00-0025414,2012,Robert Meachem,SD,00-0025414_2012
1582,00-0025414,2013,Robert Meachem,NO,00-0025414_2013
1583,00-0025414,2014,Robert Meachem,NO,00-0025414_2014
1584,00-0025417,2009,Craig Davis,SD,00-0025417_2009
1585,00-0025417,2010,Craig Davis,SD,00-0025417_2010
1586,00-0025418,2009,Greg Olsen,CHI,00-0025418_2009
1587,00-0025418,2010,Greg Olsen,CHI,00-0025418_2010
1588,00-0025418,2011,Greg Olsen,CAR,00-0025418_2011
1589,00-0025418,2012,Greg Olsen,CAR,00-0025418_2012
1590,00-0025418,2013,Greg Olsen,CAR,00-0025418_2013
1591,00-0025418,2014,Greg Olsen,CAR,00-0025418_2014
1592,00-0025418,2015,Greg Olsen,CAR,00-0025418_2015
1593,00-0025418,2016,Greg Olsen,CAR,00-0025418_2016
1594,00-0025418,2017,Greg Olsen,CAR,00-0025418_2017
1595,00-0025418,2018,Greg Olsen,CAR,00-0025418_2018
1596,00-0025418,2019,Greg Olsen,CAR,00-0025418_2019
1597,00-0025418,2020,Greg Olsen,SEA,00-0025418_2020
1598,00-0025419,2009,Anthony Gonzalez,IND,00-0025419_2009
1599,00-0025419,2010,Anthony Gonzalez,IND,00-0025419_2010
1600,00-0025419,2011,Anthony Gonzalez,IND,00-0025419_2011
1601,00-0025423,2009,Kevin Kolb,PHI,00-0025423_2009
1602,00-0025423,2010,Kevin Kolb,PHI,00-0025423_2010
1603,00-0025423,2011,Kevin Kolb,ARZ,00-0025423_2011
1604,00-0025423,2012,Kevin Kolb,ARZ,00-0025423_2012
1605,00-0025425,2009,Zach Miller,OAK,00-0025425_2009
1606,00-0025425,2010,Zach Miller,OAK,00-0025425_2010
1607,00-0025425,2011,Zach Miller,SEA,00-0025425_2011
1608,00-0025425,2012,Zach Miller,SEA,00-0025425_2012
1609,00-0025425,2013,Zach Miller,SEA,00-0025425_2013
1610,00-0025425,2014,Zach Miller,SEA,00-0025425_2014
1611,00-0025427,2009,John Beck,BLT,00-0025427_2009
1612,00-0025427,2010,John Beck,WAS,00-0025427_2010
1613,00-0025427,2011,John Beck,WAS,00-0025427_2011
1614,00-0025427,2012,John Beck,HST,00-0025427_2012
1615,00-0025430,2009,Drew Stanton,DET,00-0025430_2009
1616,00-0025430,2010,Drew Stanton,DET,00-0025430_2010
1617,00-0025430,2011,Drew Stanton,DET,00-0025430_2011
1618,00-0025430,2012,Drew Stanton,IND,00-0025430_2012
1619,00-0025430,2013,Drew Stanton,ARZ,00-0025430_2013
1620,00-0025430,2014,Drew Stanton,ARZ,00-0025430_2014
1621,00-0025430,2015,Drew Stanton,ARZ,00-0025430_2015
1622,00-0025430,2016,Drew Stanton,ARI,00-0025430_2016
1623,00-0025430,2017,Drew Stanton,ARI,00-0025430_2017
1624,00-0025430,2018,Drew Stanton,CLE,00-0025430_2018
1625,00-0025430,2019,Drew Stanton,CLE,00-0025430_2019
1626,00-0025430,2020,Drew Stanton,TB,00-0025430_2020
1627,00-0025431,2009,Sidney Rice,MIN,00-0025431_2009
1628,00-0025431,2010,Sidney Rice,MIN,00-0025431_2010
1629,00-0025431,2011,Sidney Rice,SEA,00-0025431_2011
1630,00-0025431,2012,Sidney Rice,SEA,00-0025431_2012
1631,00-0025431,2013,Sidney Rice,SEA,00-0025431_2013
1632,00-0025432,2009,Dwayne Jarrett,CAR,00-0025432_2009
1633,00-0025432,2010,Dwayne Jarrett,CAR,00-0025432_2010
1634,00-0025437,2009,Chris Henry,HST,00-0025437_2009
1635,00-0025437,2010,Chris Henry,SEA,00-0025437_2010
1636,00-0025438,2009,Steve Smith,NYG,00-0025438_2009
1637,00-0025438,2010,Steve Smith,NYG,00-0025438_2010
1638,00-0025438,2011,Steve Smith,PHI,00-0025438_2011
1639,00-0025438,2012,Steve Smith,SL,00-0025438_2012
1640,00-0025439,2009,Brian Leonard,CIN,00-0025439_2009
1641,00-0025439,2010,Brian Leonard,CIN,00-0025439_2010
1642,00-0025439,2011,Brian Leonard,CIN,00-0025439_2011
1643,00-0025439,2012,Brian Leonard,CIN,00-0025439_2012
1644,00-0025439,2013,Brian Leonard,TB,00-0025439_2013
1645,00-0025439,2014,Brian Leonard,NO,00-0025439_2014
1646,00-0025450,2009,Brandon Jackson,GB,00-0025450_2009
1647,00-0025450,2010,Brandon Jackson,GB,00-0025450_2010
1648,00-0025450,2012,Brandon Jackson,CLV,00-0025450_2012
1649,00-0025458,2010,Lorenzo Booker,MIN,00-0025458_2010
1650,00-0025458,2011,Lorenzo Booker,MIN,00-0025458_2011
1651,00-0025460,2009,Jacoby Jones,HST,00-0025460_2009
1652,00-0025460,2010,Jacoby Jones,HST,00-0025460_2010
1653,00-0025460,2011,Jacoby Jones,HST,00-0025460_2011
1654,00-0025460,2012,Jacoby Jones,BLT,00-0025460_2012
1655,00-0025460,2013,Jacoby Jones,BLT,00-0025460_2013
1656,00-0025460,2014,Jacoby Jones,BLT,00-0025460_2014
1657,00-0025460,2015,Jacoby Jones,PIT,00-0025460_2015
1658,00-0025461,2009,Yamon Figurs,DET,00-0025461_2009
1659,00-0025461,2010,Yamon Figurs,CLV,00-0025461_2010
1660,00-0025462,2009,Laurent Robinson,SL,00-0025462_2009
1661,00-0025462,2010,Laurent Robinson,SL,00-0025462_2010
1662,00-0025462,2011,Laurent Robinson,DAL,00-0025462_2011
1663,00-0025462,2012,Laurent Robinson,JAX,00-0025462_2012
1664,00-0025463,2009,Jason Hill,SF,00-0025463_2009
1665,00-0025463,2010,Jason Hill,JAX,00-0025463_2010
1666,00-0025463,2011,Jason Hill,JAX,00-0025463_2011
1667,00-0025463,2012,Jason Hill,NYJ,00-0025463_2012
1668,00-0025464,2009,Matt Spaeth,PIT,00-0025464_2009
1669,00-0025464,2010,Matt Spaeth,PIT,00-0025464_2010
1670,00-0025464,2011,Matt Spaeth,CHI,00-0025464_2011
1671,00-0025464,2012,Matt Spaeth,CHI,00-0025464_2012
1672,00-0025464,2013,Matt Spaeth,PIT,00-0025464_2013
1673,00-0025464,2014,Matt Spaeth,PIT,00-0025464_2014
1674,00-0025464,2015,Matt Spaeth,PIT,00-0025464_2015
1675,00-0025465,2009,James Jones,GB,00-0025465_2009
1676,00-0025465,2010,James Jones,GB,00-0025465_2010
1677,00-0025465,2011,James Jones,GB,00-0025465_2011
1678,00-0025465,2012,James Jones,GB,00-0025465_2012
1679,00-0025465,2013,James Jones,GB,00-0025465_2013
1680,00-0025465,2014,James Jones,OAK,00-0025465_2014
1681,00-0025465,2015,James Jones,GB,00-0025465_2015
1682,00-0025465,2016,James Jones,SD,00-0025465_2016
1683,00-0025466,2009,Mike Sims-Walker,JAX,00-0025466_2009
1684,00-0025466,2010,Mike Sims-Walker,JAX,00-0025466_2010
1685,00-0025466,2011,Mike Sims-Walker,SL,00-0025466_2011
1686,00-0025479,2009,Trent Edwards,BUF,00-0025479_2009
1687,00-0025479,2010,Trent Edwards,BUF,00-0025479_2010
1688,00-0025479,2012,Trent Edwards,PHI,00-0025479_2012
1689,00-0025480,2009,Garrett Wolfe,CHI,00-0025480_2009
1690,00-0025480,2010,Garrett Wolfe,CHI,00-0025480_2010
1691,00-0025486,2009,Johnnie Lee Higgins,OAK,00-0025486_2009
1692,00-0025486,2010,Johnnie Lee Higgins,OAK,00-0025486_2010
1693,00-0025487,2009,Michael Bush,OAK,00-0025487_2009
1694,00-0025487,2010,Michael Bush,OAK,00-0025487_2010
1695,00-0025487,2011,Michael Bush,OAK,00-0025487_2011
1696,00-0025487,2012,Michael Bush,CHI,00-0025487_2012
1697,00-0025487,2013,Michael Bush,CHI,00-0025487_2013
1698,00-0025487,2014,Michael Bush,ARZ,00-0025487_2014
1699,00-0025490,2009,Isaiah Stanback,NE,00-0025490_2009
1700,00-0025490,2012,Isaiah Stanback,JAX,00-0025490_2012
1701,00-0025516,2009,Scott Chandler,NYG,00-0025516_2009
1702,00-0025516,2010,Scott Chandler,BUF,00-0025516_2010
1703,00-0025516,2011,Scott Chandler,BUF,00-0025516_2011
1704,00-0025516,2012,Scott Chandler,BUF,00-0025516_2012
1705,00-0025516,2013,Scott Chandler,BUF,00-0025516_2013
1706,00-0025516,2014,Scott Chandler,BUF,00-0025516_2014
1707,00-0025516,2015,Scott Chandler,NE,00-0025516_2015
1708,00-0025516,2016,Scott Chandler,NE,00-0025516_2016
1709,00-0025524,2009,Le'Ron McClain,BLT,00-0025524_2009
1710,00-0025524,2010,Le'Ron McClain,BLT,00-0025524_2010
1711,00-0025524,2011,Le'Ron McClain,KC,00-0025524_2011
1712,00-0025524,2012,Le'Ron McClain,SD,00-0025524_2012
1713,00-0025524,2013,Le'Ron McClain,SD,00-0025524_2013
1714,00-0025529,2009,Steve Breaston,ARZ,00-0025529_2009
1715,00-0025529,2010,Steve Breaston,ARZ,00-0025529_2010
1716,00-0025529,2011,Steve Breaston,KC,00-0025529_2011
1717,00-0025529,2012,Steve Breaston,KC,00-0025529_2012
1718,00-0025535,2009,Kolby Smith,KC,00-0025535_2009
1719,00-0025540,2009,Kevin Boss,NYG,00-0025540_2009
1720,00-0025540,2010,Kevin Boss,NYG,00-0025540_2010
1721,00-0025540,2011,Kevin Boss,OAK,00-0025540_2011
1722,00-0025540,2012,Kevin Boss,KC,00-0025540_2012
1723,00-0025542,2009,Dante Rosario,CAR,00-0025542_2009
1724,00-0025542,2010,Dante Rosario,CAR,00-0025542_2010
1725,00-0025542,2011,Dante Rosario,MIA,00-0025542_2011
1726,00-0025542,2012,Dante Rosario,SD,00-0025542_2012
1727,00-0025542,2013,Dante Rosario,CHI,00-0025542_2013
1728,00-0025542,2014,Dante Rosario,CHI,00-0025542_2014
1729,00-0025544,2009,David Clowney,NYJ,00-0025544_2009
1730,00-0025544,2010,David Clowney,NYJ,00-0025544_2010
1731,00-0025547,2012,Justin Medlock,CAR,00-0025547_2012
1732,00-0025549,2009,Brent Celek,PHI,00-0025549_2009
1733,00-0025549,2010,Brent Celek,PHI,00-0025549_2010
1734,00-0025549,2011,Brent Celek,PHI,00-0025549_2011
1735,00-0025549,2012,Brent Celek,PHI,00-0025549_2012
1736,00-0025549,2013,Brent Celek,PHI,00-0025549_2013
1737,00-0025549,2014,Brent Celek,PHI,00-0025549_2014
1738,00-0025549,2015,Brent Celek,PHI,00-0025549_2015
1739,00-0025549,2016,Brent Celek,PHI,00-0025549_2016
1740,00-0025549,2017,Brent Celek,PHI,00-0025549_2017
1741,00-0025559,2009,Legedu Naanee,SD,00-0025559_2009
1742,00-0025559,2010,Legedu Naanee,SD,00-0025559_2010
1743,00-0025559,2011,Legedu Naanee,CAR,00-0025559_2011
1744,00-0025559,2012,Legedu Naanee,MIA,00-0025559_2012
1745,00-0025561,2009,Troy Smith,BLT,00-0025561_2009
1746,00-0025561,2010,Troy Smith,SF,00-0025561_2010
1747,00-0025562,2009,Oren O'Neal,OAK,00-0025562_2009
1748,00-0025565,2009,Nick Folk,DAL,00-0025565_2009
1749,00-0025565,2010,Nick Folk,NYJ,00-0025565_2010
1750,00-0025565,2011,Nick Folk,NYJ,00-0025565_2011
1751,00-0025565,2012,Nick Folk,NYJ,00-0025565_2012
1752,00-0025565,2013,Nick Folk,NYJ,00-0025565_2013
1753,00-0025565,2014,Nick Folk,NYJ,00-0025565_2014
1754,00-0025565,2015,Nick Folk,NYJ,00-0025565_2015
1755,00-0025565,2016,Nick Folk,NYJ,00-0025565_2016
1756,00-0025565,2017,Nick Folk,TB,00-0025565_2017
1757,00-0025565,2019,Nick Folk,NE,00-0025565_2019
1758,00-0025565,2020,Nick Folk,NE,00-0025565_2020
1759,00-0025565,2021,Nick Folk,NE,00-0025565_2021
1760,00-0025565,2022,Nick Folk,NE,00-0025565_2022
1761,00-0025565,2023,Nick Folk,TEN,00-0025565_2023
1762,00-0025565,2024,Nick Folk,TEN,00-0025565_2024
1763,00-0025568,2010,Reagan Maui'a,ARZ,00-0025568_2010
1764,00-0025568,2011,Reagan Maui'a,ARZ,00-0025568_2011
1765,00-0025568,2012,Reagan Maui'a,ARZ,00-0025568_2012
1766,00-0025573,2010,Thomas Clayton,NE,00-0025573_2010
1767,00-0025573,2011,Thomas Clayton,CLV,00-0025573_2011
1768,00-0025578,2009,Korey Hall,GB,00-0025578_2009
1769,00-0025578,2010,Korey Hall,GB,00-0025578_2010
1770,00-0025578,2011,Korey Hall,NO,00-0025578_2011
1771,00-0025580,2009,Mason Crosby,GB,00-0025580_2009
1772,00-0025580,2010,Mason Crosby,GB,00-0025580_2010
1773,00-0025580,2011,Mason Crosby,GB,00-0025580_2011
1774,00-0025580,2012,Mason Crosby,GB,00-0025580_2012
1775,00-0025580,2013,Mason Crosby,GB,00-0025580_2013
1776,00-0025580,2014,Mason Crosby,GB,00-0025580_2014
1777,00-0025580,2015,Mason Crosby,GB,00-0025580_2015
1778,00-0025580,2016,Mason Crosby,GB,00-0025580_2016
1779,00-0025580,2017,Mason Crosby,GB,00-0025580_2017
1780,00-0025580,2018,Mason Crosby,GB,00-0025580_2018
1781,00-0025580,2019,Mason Crosby,GB,00-0025580_2019
1782,00-0025580,2020,Mason Crosby,GB,00-0025580_2020
1783,00-0025580,2021,Mason Crosby,GB,00-0025580_2021
1784,00-0025580,2022,Mason Crosby,GB,00-0025580_2022
1785,00-0025580,2023,Mason Crosby,NYG,00-0025580_2023
1786,00-0025582,2009,Deon Anderson,DAL,00-0025582_2009
1787,00-0025582,2010,Deon Anderson,MIA,00-0025582_2010
1788,00-0025592,2009,Jordan Palmer,CIN,00-0025592_2009
1789,00-0025592,2010,Jordan Palmer,CIN,00-0025592_2010
1790,00-0025592,2012,Jordan Palmer,JAX,00-0025592_2012
1791,00-0025592,2013,Jordan Palmer,CHI,00-0025592_2013
1792,00-0025592,2014,Jordan Palmer,TEN,00-0025592_2014
1793,00-0025597,2009,Jordan Kent,SL,00-0025597_2009
1794,00-0025602,2009,Ben Patrick,ARZ,00-0025602_2009
1795,00-0025602,2010,Ben Patrick,ARZ,00-0025602_2010
1796,00-0025604,2009,Tyler Thigpen,KC,00-0025604_2009
1797,00-0025604,2010,Tyler Thigpen,MIA,00-0025604_2010
1798,00-0025604,2011,Tyler Thigpen,BUF,00-0025604_2011
1799,00-0025604,2012,Tyler Thigpen,BUF,00-0025604_2012
1800,00-0025604,2014,Tyler Thigpen,CLV,00-0025604_2014
1801,00-0025609,2009,Derek Schouman,BUF,00-0025609_2009
1802,00-0025609,2010,Derek Schouman,SL,00-0025609_2010
1803,00-0025615,2009,DeShawn Wynn,GB,00-0025615_2009
1804,00-0025615,2010,DeShawn Wynn,NO,00-0025615_2010
1805,00-0025622,2009,Chansi Stuckey,CLV,00-0025622_2009
1806,00-0025622,2010,Chansi Stuckey,CLV,00-0025622_2010
1807,00-0025622,2011,Chansi Stuckey,ARZ,00-0025622_2011
1808,00-0025631,2009,Jason Snelling,ATL,00-0025631_2009
1809,00-0025631,2010,Jason Snelling,ATL,00-0025631_2010
1810,00-0025631,2011,Jason Snelling,ATL,00-0025631_2011
1811,00-0025631,2012,Jason Snelling,ATL,00-0025631_2012
1812,00-0025631,2013,Jason Snelling,ATL,00-0025631_2013
1813,00-0025633,2009,Kenneth Darby,SL,00-0025633_2009
1814,00-0025633,2010,Kenneth Darby,SL,00-0025633_2010
1815,00-0025636,2009,Derek Stanley,SL,00-0025636_2009
1816,00-0025637,2009,Ahmad Bradshaw,NYG,00-0025637_2009
1817,00-0025637,2010,Ahmad Bradshaw,NYG,00-0025637_2010
1818,00-0025637,2011,Ahmad Bradshaw,NYG,00-0025637_2011
1819,00-0025637,2012,Ahmad Bradshaw,NYG,00-0025637_2012
1820,00-0025637,2013,Ahmad Bradshaw,IND,00-0025637_2013
1821,00-0025637,2014,Ahmad Bradshaw,IND,00-0025637_2014
1822,00-0025637,2015,Ahmad Bradshaw,IND,00-0025637_2015
1823,00-0025637,2016,Ahmad Bradshaw,IND,00-0025637_2016
1824,00-0025641,2009,Jonathan Holland,OAK,00-0025641_2009
1825,00-0025672,2009,Tim Castille,KC,00-0025672_2009
1826,00-0025672,2010,Tim Castille,KC,00-0025672_2010
1827,00-0025694,2009,Brett Ratliff,CLV,00-0025694_2009
1828,00-0025694,2010,Brett Ratliff,CLV,00-0025694_2010
1829,00-0025701,2009,Jackie Battle,KC,00-0025701_2009
1830,00-0025701,2010,Jackie Battle,KC,00-0025701_2010
1831,00-0025701,2011,Jackie Battle,KC,00-0025701_2011
1832,00-0025701,2012,Jackie Battle,SD,00-0025701_2012
1833,00-0025701,2013,Jackie Battle,TEN,00-0025701_2013
1834,00-0025701,2014,Jackie Battle,TEN,00-0025701_2014
1835,00-0025708,2009,Matt Moore,CAR,00-0025708_2009
1836,00-0025708,2010,Matt Moore,CAR,00-0025708_2010
1837,00-0025708,2011,Matt Moore,MIA,00-0025708_2011
1838,00-0025708,2012,Matt Moore,MIA,00-0025708_2012
1839,00-0025708,2013,Matt Moore,MIA,00-0025708_2013
1840,00-0025708,2014,Matt Moore,MIA,00-0025708_2014
1841,00-0025708,2015,Matt Moore,MIA,00-0025708_2015
1842,00-0025708,2016,Matt Moore,MIA,00-0025708_2016
1843,00-0025708,2017,Matt Moore,MIA,00-0025708_2017
1844,00-0025708,2019,Matt Moore,KC,00-0025708_2019
1845,00-0025708,2020,Matt Moore,KC,00-0025708_2020
1846,00-0025749,2009,Richard Bartel,WAS,00-0025749_2009
1847,00-0025749,2010,Richard Bartel,ARZ,00-0025749_2010
1848,00-0025749,2011,Richard Bartel,ARZ,00-0025749_2011
1849,00-0025822,2009,Anthony Alridge,WAS,00-0025822_2009
1850,00-0025824,2009,Garrett Hartley,NO,00-0025824_2009
1851,00-0025824,2010,Garrett Hartley,NO,00-0025824_2010
1852,00-0025824,2011,Garrett Hartley,NO,00-0025824_2011
1853,00-0025824,2012,Garrett Hartley,NO,00-0025824_2012
1854,00-0025824,2013,Garrett Hartley,NO,00-0025824_2013
1855,00-0025824,2014,Garrett Hartley,CLV,00-0025824_2014
1856,00-0025841,2009,Louis Rankin,SEA,00-0025841_2009
1857,00-0025860,2009,BenJarvus Green-Ellis,NE,00-0025860_2009
1858,00-0025860,2010,BenJarvus Green-Ellis,NE,00-0025860_2010
1859,00-0025860,2011,BenJarvus Green-Ellis,NE,00-0025860_2011
1860,00-0025860,2012,BenJarvus Green-Ellis,CIN,00-0025860_2012
1861,00-0025860,2013,BenJarvus Green-Ellis,CIN,00-0025860_2013
1862,00-0025864,2009,Jonathan Stupar,BUF,00-0025864_2009
1863,00-0025864,2010,Jonathan Stupar,BUF,00-0025864_2010
1864,00-0025934,2009,Lance Long,KC,00-0025934_2009
1865,00-0025934,2012,Lance Long,DET,00-0025934_2012
1866,00-0025944,2009,Stephen Hauschka,BLT,00-0025944_2009
1867,00-0025944,2010,Stephen Hauschka,DEN,00-0025944_2010
1868,00-0025944,2011,Stephen Hauschka,SEA,00-0025944_2011
1869,00-0025944,2012,Stephen Hauschka,SEA,00-0025944_2012
1870,00-0025944,2013,Stephen Hauschka,SEA,00-0025944_2013
1871,00-0025944,2014,Stephen Hauschka,SEA,00-0025944_2014
1872,00-0025944,2015,Stephen Hauschka,SEA,00-0025944_2015
1873,00-0025944,2016,Stephen Hauschka,SEA,00-0025944_2016
1874,00-0025944,2017,Stephen Hauschka,BUF,00-0025944_2017
1875,00-0025944,2018,Stephen Hauschka,BUF,00-0025944_2018
1876,00-0025944,2019,Stephen Hauschka,BUF,00-0025944_2019
1877,00-0025944,2020,Stephen Hauschka,JAX,00-0025944_2020
1878,00-0025946,2009,Nate Jones,SL,00-0025946_2009
1879,00-0025951,2009,Darius Reynaud,MIN,00-0025951_2009
1880,00-0025951,2010,Darius Reynaud,NYG,00-0025951_2010
1881,00-0025951,2012,Darius Reynaud,TEN,00-0025951_2012
1882,00-0025951,2013,Darius Reynaud,TEN,00-0025951_2013
1883,00-0025955,2009,Albert Young,MIN,00-0025955_2009
1884,00-0025955,2010,Albert Young,MIN,00-0025955_2010
1885,00-0025970,2009,Caleb Hanie,CHI,00-0025970_2009
1886,00-0025970,2010,Caleb Hanie,CHI,00-0025970_2010
1887,00-0025970,2011,Caleb Hanie,CHI,00-0025970_2011
1888,00-0025970,2012,Caleb Hanie,DEN,00-0025970_2012
1889,00-0025970,2013,Caleb Hanie,CLV,00-0025970_2013
1890,00-0025981,2011,Joe Jon Finley,DET,00-0025981_2011
1891,00-0025992,2009,Samuel Giguere,IND,00-0025992_2009
1892,00-0025997,2009,Chad Simpson,IND,00-0025997_2009
1893,00-0025997,2010,Chad Simpson,WAS,00-0025997_2010
1894,00-0026000,2009,Davone Bess,MIA,00-0026000_2009
